id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-0E27BA,startup founder announces product that solves problem created by previous product — shares surge.,satire,none,technology,policy_claim,neutral,none,social_media,14
MIS-1E0385,Clinical trial: nutritionist tries buying no supplements instead of prescribed treatment — wellness industry ignores the findings entirely.,satire,none,health,cure_claim,hope,none,blog,18
MIS-A01F31,They do not want you to know this: turpentine drops silently cures autism better than any approved drug.,misinformation,medical_claim,health,scientific_misinterpretation,urgency,hope,messaging_app,18
MIS-292E50,Statistical analysis of voting patterns shows that international observers rated voter rolls among the most transparent in the nation's history.,factual,none,politics,policy_claim,hope,none,blog,20
MIS-928F58,BREAKING: exit polls corrupted by a cabal of unelected bureaucrats. The media refuses to cover this story.,misinformation,conspiracy,politics,economic_prediction,urgency,anger,social_media,17
MIS-7E3571,FCC safety assessments verified that independent reviews consistently find smart meters perform safely within regulatory parameters.,factual,none,technology,technology_fear,hope,none,comment,16
MIS-428444,longitudinal research spanning 30 years confirms that stem cell therapy represents one of the most thoroughly validated areas of modern science.,factual,none,science,economic_prediction,neutral,none,comment,21
MIS-30FCA2,Oceanographers confirm universe is expanding mostly away from things needing attention — Biologists prepare follow-up study.,satire,none,science,policy_claim,curiosity,none,comment,16
MIS-63A571,"Honestly speaking, the disparity in Lyme disease outcomes between income groups is a political failure.",opinion,none,health,cure_claim,fear,none,blog,15
MIS-4CFBCB,Materials scientists announce the multiverse breakthrough — immediately begin arguing about the ethics.,satire,none,science,policy_claim,urgency,hope,blog,13
MIS-2FC706,Scientists fired by research universities proved that humic acid drops reverses ADHD permanently without side effects.,misinformation,rumor,health,policy_claim,fear,none,social_media,16
MIS-E5E298,Nobel-nominated researcher confirms colostrum supplements rapidly eliminates endometriosis. the AMA blocked the publication.,misinformation,medical_claim,health,scientific_misinterpretation,fear,none,forum,13
MIS-C4D29B,Tech startup raises $10 million to solve a problem that previously required a 30-second workaround.,satire,none,technology,policy_claim,neutral,none,blog,15
MIS-C46AB7,Clinical trials published in NEJM demonstrate that early detection programmes improve five-year survival rates for Crohn's disease.,factual,none,health,policy_claim,fear,hope,blog,17
MIS-58E1EC,EXPOSED: quantum computing is a hoax fabricated by corrupt scientists. The scientific establishment is protecting its funding.,misinformation,medical_claim,science,cure_claim,anger,curiosity,messaging_app,17
MIS-C9EBB5,decades of independent replication verify deep-sea biodiversity has been confirmed using at least five independent lines of experimental evidence.,factual,none,science,scientific_misinterpretation,curiosity,none,social_media,19
MIS-BCA8A3,Reasonable people can see that the gig economy has created a new class of precarious workers with no safety net.,opinion,none,finance,policy_claim,hope,none,blog,20
MIS-33D3A3,Most informed observers would agree that science journalists lack the specialist training needed to accurately report on microbiome science.,opinion,none,science,economic_prediction,anger,none,comment,19
MIS-D46F4F,peer-reviewed studies in Nature confirm the practical applications derived from climate change have been saving lives for decades.,factual,none,science,scientific_misinterpretation,fear,none,forum,18
MIS-2CABB7,"I turned $300 into $47,000 in six weeks using this DeFi platform. You can replicate this — the algorithm resets in 6 hours.",misinformation,rumor,finance,investment_promise,fear,none,messaging_app,23
MIS-9526C4,Senate announces it has balanced the budget — timeline subject to budget constraints.,satire,none,politics,economic_prediction,hope,none,social_media,13
MIS-CFC4E8,WHO baffled as retiree recovers from serious illness by sleeping 14 hours.,satire,none,health,scientific_misinterpretation,hope,curiosity,comment,12
MIS-805B4B,A peer-reviewed study in The Lancet found that regular aerobic exercise significantly reduces the risk of bipolar disorder.,factual,none,health,scientific_misinterpretation,fear,none,social_media,18
MIS-4ED83E,Hedge funds are blocking public access to this carbon credit scheme because it produces overnight six-figure income.,misinformation,rumor,finance,economic_prediction,fear,none,social_media,17
MIS-525F9C,Let's be honest: the public deserves a full parliamentary inquiry into the influence of shadow networks.,opinion,none,politics,election_fraud,anger,none,social_media,16
MIS-D3EE56,Conference recording leaked: leading scientists privately admit dark matter research is being used as a weapon to control the population.,misinformation,myth,science,scientific_misinterpretation,curiosity,none,social_media,20
MIS-E67AD9,Independent election observers confirmed that every court that examined the congressional hearing evidence found it insufficient to support fraud claims.,factual,none,politics,policy_claim,anger,none,social_media,20
MIS-A5B5C5,Published bioelectromagnetics research shows that safety thresholds for autonomous delivery drones include a 50-fold margin below any level showing biological effect.,factual,none,technology,technology_fear,hope,none,comment,21
MIS-0542F2,Most informed observers would agree that public communication around fusion energy research has been consistently mishandled by policymakers.,opinion,none,science,policy_claim,neutral,none,blog,18
MIS-89C6EB,Any honest analyst would admit that patients with autism should have a legal right to experimental treatment access.,opinion,none,health,policy_claim,neutral,none,comment,18
MIS-13F6E9,Any honest analyst would admit that it is unacceptable that gig economy workers receive financial education that serves industry interests not their own.,opinion,none,finance,investment_promise,curiosity,none,blog,23
MIS-889EE5,The nonpartisan electoral commission concluded that hand recount of the runoff election ballots matched machine totals within accepted tolerances.,factual,none,politics,policy_claim,curiosity,none,social_media,19
MIS-E02B77,Many thoughtful people feel that media coverage of exoplanet habitability systematically oversimplifies the underlying science.,opinion,none,science,scientific_misinterpretation,curiosity,none,forum,15
MIS-B8D4DB,I lost everything until I discovered this pre-IPO opportunity. Now I earn returns Wall Street does not want you to know about every month.,misinformation,scam,finance,investment_promise,urgency,curiosity,messaging_app,24
MIS-2E1103,"Honestly speaking, bankruptcy laws are tilted in favour of corporations over individual debtors",opinion,none,finance,policy_claim,curiosity,none,social_media,13
MIS-67CD1C,Bipartisan audit committees found that all legal challenges to the overseas ballot count outcomes were dismissed for lack of evidence.,factual,none,politics,election_fraud,curiosity,none,social_media,20
MIS-F0746F,Many thoughtful people feel that the public consultation process before rolling out brain-computer interfaces was wholly inadequate.,opinion,none,technology,technology_fear,neutral,none,social_media,17
MIS-0AFFED,The WHO confused as new data confirms buying no supplements superior to entire pharmaceutical pipeline.,satire,none,health,cure_claim,neutral,none,blog,15
MIS-900003,Biologists solve quantum computing problem — discover three new problems in the process.,satire,none,science,scientific_misinterpretation,curiosity,none,blog,13
